2a0c:9a40:8340::/48,DE,DE-HH,Hamburg
2a0a:6040:af00::/40,DE,DE-HH,Hamburg

# this is a test please ignore
# i doubt this will actually work

2a0a:6040:afce::/48,KP,KP-01,Pyongyang
2a0a:6040:afcf::/48,AQ,AQ-GB,Brunt Ice Shelf
